timestamp_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,gnss_available,gnss_lat,gnss_lon,satellites,hdop,gt_lat,gt_lon,gt_speed_m_s,gt_heading_rad
39.12,1.1577,-0.0126,9.5856,0.0075,0.0197,0.0014,16.11,19.12,40.11,True,37.7779704,-122.4151489,11,1.15,37.7779101,-122.4151591,13.74,0.8705
39.22,-0.2828,-0.1546,9.2197,-0.0393,0.0029,0.0014,16.11,19.12,39.99,True,37.7778667,-122.4151532,11,1.1,37.7779181,-122.415147,13.87,0.8706
39.32,-1.0811,-0.1038,9.7205,0.0076,-0.0449,0.0014,16.11,19.12,39.79,True,37.7779107,-122.4151559,11,1.25,37.777926,-122.4151351,13.67,0.8708
39.42,0.8393,0.1002,10.0705,0.003,-0.0022,0.0014,16.1,19.12,39.82,True,37.7779972,-122.4151482,8,1.24,37.777934,-122.4151232,13.7,0.8709
39.52,0.3661,0.0074,9.6842,0.0025,-0.0028,0.0014,16.1,19.13,40.14,True,37.7778746,-122.4151252,9,1.32,37.777942,-122.4151112,13.79,0.8711
39.62,-2.4881,-0.0898,10.1054,0.0085,-0.0039,0.0014,16.1,19.13,41.17,True,37.7778992,-122.4151353,8,0.99,37.7779499,-122.4150992,13.76,0.8712
39.72,-2.5541,0.0145,9.4817,0.0055,0.0421,0.0014,16.09,19.13,40.58,True,37.7779413,-122.4150488,8,1.16,37.7779576,-122.4150876,13.3,0.8713
39.82,1.6682,0.079,9.8896,0.0206,-0.0215,0.0014,16.09,19.13,40.19,True,37.7779676,-122.4150991,8,1.09,37.7779653,-122.4150761,13.26,0.8715
39.92,0.9867,0.0901,9.6762,0.0086,-0.0077,0.0014,16.09,19.13,40.45,True,37.7779647,-122.4150655,8,1.09,37.7779732,-122.4150642,13.62,0.8716
40.02,2.1724,-0.2518,9.2406,0.0063,0.0045,0.0014,16.09,19.14,39.98,True,37.7779784,-122.4150162,10,1.21,37.777981,-122.4150525,13.47,0.8718
40.12,1.1652,0.0522,9.8286,-0.0081,0.0071,0.0014,16.08,19.14,40.85,True,37.7779526,-122.4150423,9,1.26,37.7779891,-122.4150402,14.08,0.8719
40.22,-0.7414,-0.0197,9.7981,0.0155,0.0012,0.0014,16.08,19.14,40.15,True,37.7779846,-122.4150576,11,1.36,37.7779971,-122.4150283,13.73,0.872
40.32,-0.422,0.2196,10.3893,-0.0063,-0.0222,0.0014,16.08,19.14,39.89,True,37.7779636,-122.4150322,8,1.09,37.7780051,-122.4150161,13.92,0.8722
40.42,-1.3242,-0.1736,9.5263,-0.0091,-0.0384,0.0014,16.08,19.15,40.43,True,37.7780209,-122.4149922,11,0.96,37.778013,-122.4150043,13.62,0.8723
40.52,0.0164,0.179,9.8508,0.022,0.0135,0.0014,16.07,19.15,40.62,True,37.777975,-122.4149742,11,1.19,37.7780209,-122.4149924,13.68,0.8725
40.62,-2.2012,-0.0018,9.6779,-0.0107,-0.014,0.0014,16.07,19.15,39.81,True,37.7780245,-122.4149693,10,0.89,37.7780288,-122.4149805,13.61,0.8726
40.72,-0.0322,0.0165,9.6884,0.0322,-0.0053,0.0014,16.07,19.15,40.63,True,37.7780029,-122.4149628,9,1.16,37.7780364,-122.4149689,13.26,0.8727
40.82,0.0318,0.1175,9.5345,-0.012,0.0318,0.0014,16.07,19.15,40.67,True,37.7780459,-122.4149881,11,1.05,37.7780443,-122.414957,13.64,0.8729
40.92,-0.1466,0.047,9.7451,0.0165,-0.0027,0.0014,16.06,19.16,40.15,True,37.7780754,-122.4148944,8,1.09,37.778052,-122.4149454,13.31,0.873
41.02,1.7211,0.0241,10.228,0.0039,0.0009,0.0014,16.06,19.16,39.53,True,37.7780583,-122.4149111,9,0.93,37.7780599,-122.4149336,13.61,0.8731
41.12,-0.2893,0.0255,9.9225,0.0117,-0.0438,0.0014,16.06,19.16,39.9,True,37.7780421,-122.4149053,10,0.83,37.7780678,-122.4149217,13.64,0.8733
41.22,-0.4351,0.0124,9.7842,0.0162,-0.0665,0.0014,16.06,19.16,38.6,True,37.7780919,-122.4149306,9,1.09,37.7780756,-122.4149099,13.53,0.8734
41.32,-1.4326,-0.0085,10.0712,-0.0577,-0.0007,0.0014,16.05,19.17,39.83,True,37.7780552,-122.4148705,11,1.2,37.7780834,-122.414898,13.55,0.8736
41.42,-1.7549,0.0916,9.3774,0.011,0.0166,0.0014,16.05,19.17,40.12,True,37.778153,-122.4149049,9,1.15,37.778091,-122.4148865,13.23,0.8737
41.52,-0.0651,0.0581,9.6022,0.002,0.0197,0.0013,16.05,19.17,40.65,True,37.7781169,-122.4148643,10,1.11,37.7780987,-122.4148749,13.27,0.8738
41.62,-0.1025,0.0694,10.0683,0.0376,-0.0127,0.0013,16.04,19.17,40.1,True,37.7780824,-122.4148888,11,0.9,37.7781063,-122.4148634,13.21,0.874
41.72,0.5404,-0.1085,9.8678,0.0006,-0.0125,0.0013,16.04,19.17,39.54,True,37.7780623,-122.414853,8,0.94,37.778114,-122.4148518,13.26,0.8741
41.82,0.4429,-0.0562,9.7741,-0.0254,-0.0118,0.0013,16.04,19.18,40.36,True,37.7781024,-122.4148384,9,0.9,37.7781216,-122.4148402,13.29,0.8742
41.92,0.9039,0.2454,9.8098,0.0338,0.015,0.0013,16.04,19.18,39.6,True,37.7781467,-122.4148556,10,1.18,37.7781294,-122.4148285,13.38,0.8744
42.02,0.8944,0.125,9.7423,-0.0058,-0.0007,0.0013,16.03,19.18,40.01,True,37.7781088,-122.4147615,8,0.83,37.7781371,-122.4148168,13.42,0.8745
42.12,-0.4288,-0.2063,9.9744,0.0233,-0.0208,0.0013,16.03,19.18,39.69,True,37.7781751,-122.4148345,9,0.91,37.7781449,-122.414805,13.55,0.8746
42.22,-1.5039,0.0206,10.0431,-0.0188,0.0256,0.0013,16.03,19.18,39.78,True,37.7781859,-122.4147814,10,1.01,37.7781526,-122.4147933,13.36,0.8748
42.32,-0.1621,-0.123,9.7034,0.0016,-0.0029,0.0013,16.03,19.19,39.89,True,37.7781764,-122.4147782,10,0.96,37.7781602,-122.4147818,13.22,0.8749
42.42,1.9853,-0.095,10.3021,0.0111,-0.0103,0.0013,16.02,19.19,39.95,True,37.7781762,-122.4147464,11,1.36,37.7781679,-122.4147702,13.3,0.875
42.52,0.8118,0.1649,9.8229,-0.0247,0.0051,0.0013,16.02,19.19,40.36,True,37.7781418,-122.4147585,10,1.3,37.7781758,-122.4147583,13.61,0.8752
42.62,-1.4754,0.1977,9.6279,-0.0354,-0.0586,0.0013,16.02,19.19,40.18,True,37.7782242,-122.4146962,8,1.16,37.7781835,-122.4147465,13.48,0.8753
42.72,0.5112,-0.0313,9.8364,-0.0551,-0.0044,0.0013,16.02,19.2,39.93,True,37.7782039,-122.4147186,8,0.99,37.7781912,-122.4147349,13.34,0.8754
42.82,0.7441,-0.2283,10.1112,-0.0078,-0.0103,0.0013,16.01,19.2,39.89,True,37.77821,-122.4147244,9,0.88,37.778199,-122.414723,13.6,0.8756
42.92,1.5632,-0.0483,9.7221,0.0319,-0.0063,0.0013,16.01,19.2,39.48,True,37.7782139,-122.41478,8,1.38,37.7782068,-122.4147112,13.47,0.8757
43.02,-2.0058,0.0563,9.6589,-0.023,0.0182,0.0013,16.01,19.2,40.97,True,37.7782011,-122.4146923,8,1.0,37.7782148,-122.414699,13.92,0.8758
43.12,-2.655,0.0155,10.2247,-0.0193,0.0021,0.0013,16.01,19.2,40.12,True,37.7782408,-122.4146646,10,1.3,37.7782223,-122.4146876,13.06,0.8759
43.22,1.1346,-0.1465,9.5094,-0.0239,-0.0139,0.0013,16.0,19.21,41.15,True,37.7781916,-122.4146965,11,0.96,37.7782301,-122.4146759,13.39,0.8761
43.32,-0.8591,0.1352,10.037,-0.0093,0.0058,0.0013,16.0,19.21,40.2,True,37.7782155,-122.4146783,9,0.83,37.7782377,-122.4146643,13.27,0.8762
43.42,0.3182,-0.0257,9.6733,0.0158,-0.0104,0.0013,16.0,19.21,40.15,True,37.7781652,-122.4146268,9,1.07,37.7782453,-122.4146528,13.21,0.8763
43.52,-1.777,-0.0577,9.9821,0.0162,0.0043,0.0013,16.0,19.21,39.36,True,37.7782781,-122.4146301,9,1.32,37.7782529,-122.4146411,13.3,0.8765
43.62,-0.7191,0.0608,9.8804,0.0105,0.0066,0.0013,15.99,19.21,39.43,True,37.7782307,-122.4146056,8,1.2,37.7782604,-122.4146299,12.88,0.8766
43.72,3.6617,-0.1063,10.2856,0.0198,-0.0127,0.0013,15.99,19.22,39.46,True,37.7782791,-122.4146519,10,0.99,37.7782679,-122.4146183,13.19,0.8767
43.82,0.4942,0.1335,9.9526,-0.0164,-0.0035,0.0013,15.99,19.22,39.93,True,37.7782724,-122.4145892,9,1.04,37.7782758,-122.4146064,13.63,0.8768
43.92,-2.8846,-0.0179,9.6018,0.0023,0.0046,0.0013,15.99,19.22,39.95,True,37.7782756,-122.414557,8,1.25,37.7782834,-122.4145948,13.26,0.877
44.02,0.2045,0.0621,9.7656,0.0164,-0.0257,0.0013,15.98,19.22,40.34,True,37.7782376,-122.4146088,9,1.35,37.7782909,-122.4145834,13.09,0.8771
44.12,2.5454,0.0235,9.394,-0.0093,-0.0028,0.0013,15.98,19.22,39.61,True,37.7783604,-122.4145374,10,0.83,37.7782986,-122.4145717,13.34,0.8772
44.22,-0.0711,-0.0373,9.1852,-0.0054,0.0132,0.0013,15.98,19.23,39.5,True,37.7783392,-122.4146208,10,1.04,37.7783064,-122.4145598,13.57,0.8774
44.32,-1.7214,-0.115,9.8399,-0.0158,0.0048,0.0013,15.98,19.23,39.93,True,37.7783119,-122.4144924,10,0.87,37.7783141,-122.4145482,13.33,0.8775
44.42,-1.8344,0.1425,9.7732,-0.0196,-0.0078,0.0013,15.97,19.23,40.19,True,37.778315,-122.4145399,10,0.98,37.7783217,-122.4145366,13.24,0.8776
44.52,0.5617,-0.1146,9.801,0.0208,-0.0395,0.0013,15.97,19.23,39.93,True,37.7783038,-122.414504,9,0.83,37.7783291,-122.4145252,12.97,0.8777
44.62,1.2615,-0.0331,9.7875,-0.0067,0.0003,0.0013,15.97,19.23,39.24,True,37.7783885,-122.4144895,10,0.8,37.7783368,-122.4145135,13.38,0.8779
44.72,-0.5019,-0.1581,10.4276,0.0196,0.0124,0.0013,15.97,19.24,40.3,True,37.7783643,-122.4144512,10,1.34,37.7783444,-122.414502,13.19,0.878
44.82,1.3058,-0.0223,10.3399,0.0042,-0.0142,0.0012,15.97,19.24,40.28,True,37.7783296,-122.4145141,8,0.81,37.778352,-122.4144904,13.23,0.8781
44.92,-0.5414,0.1468,9.4445,-0.0077,0.0066,0.0012,15.96,19.24,41.01,True,37.7783784,-122.4144989,10,1.1,37.7783597,-122.4144786,13.42,0.8782
45.03,-1.6827,-0.1265,10.4399,-0.0009,0.0095,0.0012,15.96,19.24,40.61,True,37.7783212,-122.4145118,10,1.35,37.7783672,-122.4144671,13.15,0.8784
45.13,-0.5064,0.0223,9.6983,0.0235,-0.0025,0.0012,15.96,19.24,39.14,True,37.7783377,-122.4144315,10,0.81,37.7783747,-122.4144557,13.06,0.8785
45.23,-2.255,-0.0434,9.8607,0.0331,0.0167,0.0012,15.96,19.25,39.66,True,37.7784046,-122.4144274,8,0.96,37.7783822,-122.4144442,13.05,0.8786
45.33,-0.2707,0.0271,9.5991,-0.0032,-0.0076,0.0012,15.95,19.25,39.7,True,37.7783825,-122.4144366,10,0.84,37.7783895,-122.4144332,12.63,0.8787
45.43,2.9079,-0.06,9.9609,-0.0055,-0.0134,0.0012,15.95,19.25,40.68,True,37.7783979,-122.4143734,9,1.24,37.778397,-122.4144217,13.04,0.8789
45.53,-0.6128,-0.0113,10.2186,-0.0181,0.0113,0.0012,15.95,19.25,40.04,True,37.7784044,-122.414429,11,0.81,37.7784045,-122.4144102,13.2,0.879
45.63,-2.3396,0.0884,9.9518,0.0055,-0.0074,0.0012,15.95,19.25,41.08,True,37.7783929,-122.4144124,8,0.81,37.778412,-122.4143988,12.93,0.8791
45.73,-0.047,0.0143,9.812,-0.0051,0.0504,0.0012,15.94,19.26,40.16,True,37.7784295,-122.414435,8,1.26,37.7784193,-122.4143877,12.73,0.8792
45.83,-0.6398,0.0725,9.6768,-0.0025,-0.0449,0.0012,15.94,19.26,40.53,True,37.7784814,-122.4143613,8,1.05,37.7784267,-122.4143763,12.94,0.8793
45.93,0.4357,-0.0511,10.0423,-0.0047,0.0351,0.0012,15.94,19.26,39.94,True,37.778423,-122.4143356,9,1.35,37.7784339,-122.4143653,12.57,0.8795
46.03,2.6125,0.1378,9.6263,-0.0038,-0.0257,0.0012,15.94,19.26,39.43,True,37.7784112,-122.4143434,11,0.89,37.7784414,-122.4143539,13.04,0.8796
46.13,-1.5897,-0.1415,9.6423,0.0125,0.035,0.0012,15.93,19.26,40.24,True,37.7784875,-122.4143715,8,1.03,37.7784489,-122.4143424,13.14,0.8797
46.23,-0.9081,0.0803,9.2253,0.0341,0.0347,0.0012,15.93,19.27,40.95,True,37.778426,-122.4143357,9,1.35,37.7784562,-122.4143312,12.7,0.8798
46.33,2.6605,-0.1511,9.9679,0.0164,-0.0321,0.0012,15.93,19.27,40.55,True,37.7785033,-122.4143368,10,0.88,37.7784636,-122.4143199,12.95,0.88
46.43,2.1507,0.0747,10.0122,-0.0283,0.0069,0.0012,15.93,19.27,39.71,True,37.7784373,-122.4143589,10,1.23,37.7784711,-122.4143083,13.2,0.8801
46.53,-1.8758,0.0579,9.6738,-0.0144,-0.0278,0.0012,15.93,19.27,40.05,True,37.7784833,-122.4142793,8,1.38,37.7784788,-122.4142966,13.36,0.8802
46.63,-3.4777,0.247,9.6248,-0.0113,0.0029,0.0012,15.92,19.27,40.51,True,37.7784636,-122.4142964,10,0.9,37.7784862,-122.4142853,12.86,0.8803
46.73,-1.7139,0.1042,9.8849,0.0188,-0.0125,0.0012,15.92,19.28,40.01,True,37.7784728,-122.414272,11,1.15,37.7784934,-122.4142742,12.64,0.8804
46.83,1.199,0.0535,9.9641,0.0169,0.0188,0.0012,15.92,19.28,40.58,True,37.77851,-122.4142838,8,0.86,37.7785006,-122.4142632,12.56,0.8806
46.93,2.4497,-0.2024,9.9982,0.0287,0.0117,0.0012,15.92,19.28,39.61,True,37.7784735,-122.4142035,9,0.94,37.778508,-122.4142519,12.9,0.8807
47.03,1.5564,0.1796,9.8471,0.0224,-0.0055,0.0012,15.91,19.28,39.33,True,37.7784813,-122.4142184,10,1.34,37.7785155,-122.4142404,13.12,0.8808
47.13,-0.523,0.0307,10.3823,-0.0014,0.0027,0.0012,15.91,19.28,40.15,True,37.7785186,-122.4142432,11,0.9,37.778523,-122.4142288,13.18,0.8809
47.23,-2.8546,-0.0327,9.4534,0.0156,0.0276,0.0012,15.91,19.28,40.62,True,37.7785643,-122.4142183,11,1.07,37.7785305,-122.4142174,13.0,0.881
47.33,-2.556,-0.0586,10.1553,0.0097,-0.0083,0.0012,15.91,19.29,41.16,True,37.7785086,-122.414199,10,0.9,37.7785377,-122.4142064,12.56,0.8811
47.43,0.0494,0.0242,9.8698,0.0249,-0.0184,0.0012,15.9,19.29,39.02,True,37.7785588,-122.4142088,8,0.86,37.7785448,-122.4141954,12.52,0.8813
47.53,1.7,0.1639,9.9802,0.0412,0.0031,0.0012,15.9,19.29,40.5,True,37.7785349,-122.4142051,9,0.87,37.778552,-122.4141843,12.61,0.8814
47.63,2.4448,0.026,9.4341,0.0153,-0.0141,0.0012,15.9,19.29,39.49,True,37.7785444,-122.4141225,11,0.81,37.7785594,-122.414173,12.84,0.8815
47.73,-1.7374,0.0218,9.7491,0.0232,0.0018,0.0012,15.9,19.29,39.85,True,37.7785241,-122.4141612,10,1.37,37.7785669,-122.4141615,13.11,0.8816
47.83,-1.0981,-0.0703,9.606,0.0384,0.0117,0.0012,15.9,19.3,39.91,True,37.7785725,-122.4141808,10,1.09,37.778574,-122.4141505,12.49,0.8817
47.93,0.4266,-0.0534,9.6371,0.0076,-0.0164,0.0012,15.89,19.3,39.23,True,37.7785778,-122.4141312,10,0.87,37.7785814,-122.4141392,12.9,0.8818
48.03,-1.9474,0.1745,9.7071,-0.0187,0.0297,0.0011,15.89,19.3,40.04,True,37.7786208,-122.4141119,10,1.29,37.7785886,-122.4141282,12.6,0.8819
48.13,-0.7129,0.039,9.8701,-0.0187,-0.0245,0.0011,15.89,19.3,40.81,True,37.7785914,-122.4141662,11,1.24,37.7785958,-122.4141171,12.53,0.8821
48.23,-0.5321,0.0476,9.7365,-0.0081,0.011,0.0011,15.89,19.3,39.68,True,37.7786362,-122.4140819,9,1.24,37.7786029,-122.4141062,12.49,0.8822
48.33,1.9499,0.0408,9.5321,0.0035,0.0096,0.0011,15.88,19.3,40.56,True,37.7786277,-122.4141174,11,0.84,37.77861,-122.4140953,12.41,0.8823
48.43,1.0504,0.0011,9.9136,0.0054,-0.0112,0.0011,15.88,19.31,39.93,True,37.7786173,-122.4140874,8,1.29,37.7786173,-122.414084,12.85,0.8824
48.53,-1.8558,-0.0898,10.0083,-0.0066,0.0231,0.0011,15.88,19.31,40.95,True,37.7785517,-122.414074,11,1.07,37.7786245,-122.4140729,12.58,0.8825
48.63,-1.5099,-0.0325,9.7785,-0.0116,0.001,0.0011,15.88,19.31,39.97,True,37.7786595,-122.4140421,10,1.01,37.7786316,-122.414062,12.46,0.8826
48.73,1.1939,-0.02,9.7687,0.0268,0.0006,0.0011,15.88,19.31,39.52,True,37.7786505,-122.4140405,9,1.25,37.7786387,-122.4140511,12.3,0.8827
48.83,0.5357,-0.162,9.7727,-0.0035,-0.029,0.0011,15.87,19.31,38.97,True,37.7786532,-122.4140373,8,1.19,37.7786459,-122.41404,12.68,0.8829
48.93,-1.5652,-0.0728,9.5975,0.0075,0.0173,0.0011,15.87,19.32,40.08,True,37.7786147,-122.4140166,8,1.35,37.778653,-122.4140291,12.4,0.883
49.03,1.5159,0.0584,9.8165,-0.0029,-0.0096,0.0011,15.87,19.32,39.87,True,37.7786875,-122.413971,8,0.93,37.7786601,-122.4140182,12.4,0.8831
49.13,2.1822,0.0565,9.8691,0.0187,0.009,0.0011,15.87,19.32,39.67,True,37.7786215,-122.414042,11,1.16,37.7786673,-122.4140071,12.66,0.8832
49.23,-0.8487,-0.0813,9.6938,-0.0332,-0.0071,0.0011,15.87,19.32,40.56,True,37.7786601,-122.4139739,8,1.38,37.7786746,-122.4139958,12.84,0.8833
49.33,-2.3266,-0.1139,9.6832,-0.0016,0.0095,0.0011,15.86,19.32,39.7,True,37.7786625,-122.4139778,11,0.93,37.7786818,-122.4139848,12.5,0.8834
49.43,1.0008,0.0412,9.7072,0.0236,0.0015,0.0011,15.86,19.32,40.11,True,37.778701,-122.4139788,8,1.21,37.7786888,-122.4139739,12.38,0.8835
49.53,1.6659,0.0664,9.471,0.0046,0.0264,0.0011,15.86,19.33,40.44,True,37.7787143,-122.4139441,9,1.3,37.7786961,-122.4139627,12.72,0.8836
49.63,-0.7634,0.216,9.8236,0.0095,-0.0242,0.0011,15.86,19.33,40.13,True,37.7786547,-122.413972,8,0.84,37.7787033,-122.4139515,12.73,0.8837
49.73,-1.774,0.1041,9.7779,-0.008,-0.0315,0.0011,15.85,19.33,39.98,True,37.7786896,-122.4139977,9,1.27,37.7787105,-122.4139404,12.59,0.8839
49.83,-1.5891,0.1799,9.9868,-0.0073,0.0118,0.0011,15.85,19.33,40.07,True,37.778741,-122.4139163,9,0.91,37.7787176,-122.4139296,12.37,0.884
49.93,1.8167,-0.1029,9.9472,-0.0125,0.0248,0.0011,15.85,19.33,39.63,True,37.7787087,-122.4139181,10,0.99,37.7787246,-122.4139188,12.26,0.8841
50.03,-0.1788,0.0182,9.7225,-0.0067,0.0066,0.0011,15.85,19.33,39.9,True,37.7787269,-122.41388,8,1.33,37.7787318,-122.4139076,12.7,0.8842
50.13,-2.9325,0.1672,9.9654,0.02,-0.0633,0.0011,15.85,19.34,39.7,True,37.7786827,-122.4138853,10,0.99,37.7787388,-122.4138969,12.2,0.8843
50.23,0.4654,0.0245,9.8841,0.0202,0.0062,0.0011,15.84,19.34,40.4,True,37.778743,-122.4138595,11,1.31,37.7787457,-122.4138862,12.12,0.8844
50.33,0.0808,0.2449,9.8489,-0.008,-0.0148,0.0011,15.84,19.34,38.66,True,37.7787188,-122.4138873,11,0.95,37.7787527,-122.4138754,12.31,0.8845
50.43,0.641,-0.0422,9.6509,0.0349,0.0126,0.0011,15.84,19.34,39.05,True,37.7787918,-122.4138284,10,1.33,37.7787596,-122.4138647,12.1,0.8846
50.53,1.3119,0.0223,9.5687,0.0043,-0.0068,0.0011,15.84,19.34,39.52,True,37.778775,-122.4138505,11,1.01,37.7787666,-122.4138538,12.4,0.8847
50.63,0.2205,0.1091,10.2342,-0.0343,0.0393,0.0011,15.84,19.35,39.79,True,37.7787768,-122.413829,11,1.4,37.7787737,-122.4138429,12.34,0.8848
50.73,-0.2553,-0.0324,9.9064,0.0149,0.0298,0.0011,15.83,19.35,40.36,True,37.7787926,-122.4138809,11,1.02,37.7787807,-122.413832,12.4,0.8849
50.83,-0.3943,0.0637,9.8994,0.0177,-0.0228,0.0011,15.83,19.35,39.3,True,37.7787664,-122.4137975,11,1.21,37.7787878,-122.4138211,12.33,0.885
50.93,-1.2409,-0.026,9.6024,-0.0331,-0.0086,0.001,15.83,19.35,40.07,True,37.7787771,-122.413834,9,1.13,37.7787948,-122.4138103,12.36,0.8851
51.03,-0.1179,-0.0318,9.1842,-0.0156,0.0138,0.001,15.83,19.35,40.87,True,37.7788291,-122.4138435,8,1.36,37.7788016,-122.4137997,12.04,0.8852
51.13,-1.0111,0.0362,9.6943,0.0087,0.0305,0.001,15.83,19.35,39.73,True,37.7788184,-122.4137553,11,0.94,37.7788087,-122.4137888,12.36,0.8853
51.23,0.4371,-0.002,9.7003,0.0038,-0.0182,0.001,15.82,19.35,39.9,True,37.7788255,-122.4137564,9,1.2,37.7788154,-122.4137784,11.8,0.8854
51.33,0.9312,0.177,9.6832,-0.03,0.0422,0.001,15.82,19.36,40.02,True,37.7787815,-122.413763,10,1.1,37.7788225,-122.4137674,12.42,0.8856
51.43,-1.6919,0.1026,9.1362,-0.0208,-0.0312,0.001,15.82,19.36,39.99,True,37.7787701,-122.4138017,8,1.15,37.7788293,-122.4137569,12.0,0.8857
51.53,1.0849,0.046,10.381,0.0076,-0.0414,0.001,15.82,19.36,39.62,True,37.778861,-122.4137402,10,1.01,37.7788362,-122.4137462,12.1,0.8858
51.63,0.4955,0.0025,9.4942,-0.0304,0.0217,0.001,15.82,19.36,40.8,True,37.7788467,-122.4137516,10,1.09,37.7788431,-122.4137354,12.23,0.8859
51.73,-0.7745,-0.0284,9.4495,-0.0054,-0.0019,0.001,15.81,19.36,40.18,True,37.7788531,-122.4137537,8,0.99,37.7788501,-122.4137247,12.18,0.886
51.83,-0.843,-0.0493,9.1692,-0.0199,-0.0444,0.001,15.81,19.36,39.52,True,37.7788447,-122.4137259,9,0.81,37.7788569,-122.413714,12.09,0.8861
51.93,1.0856,0.1298,9.78,-0.0036,-0.0029,0.001,15.81,19.37,40.35,True,37.7789154,-122.4137444,11,1.15,37.7788638,-122.4137034,12.06,0.8862
52.03,-0.2092,-0.0084,9.9568,0.0028,0.0162,0.001,15.81,19.37,40.15,True,37.778897,-122.413705,9,1.4,37.7788708,-122.4136926,12.28,0.8863
52.13,-1.5301,-0.2354,10.1606,0.0731,-0.0008,0.001,15.81,19.37,40.19,True,37.7788656,-122.4137283,10,0.96,37.7788776,-122.413682,12.03,0.8864
52.23,-1.3083,-0.0378,9.9908,-0.0105,-0.0129,0.001,15.8,19.37,40.1,True,37.7788718,-122.4136881,9,1.35,37.7788844,-122.4136714,11.99,0.8865
52.33,0.3684,0.0234,9.9152,0.0232,0.012,0.001,15.8,19.37,39.45,True,37.7788534,-122.4136453,8,1.25,37.7788912,-122.413661,11.8,0.8866
52.43,2.27,0.0817,9.8286,0.0072,0.0119,0.001,15.8,19.37,40.23,True,37.7788988,-122.4136292,9,1.18,37.778898,-122.4136504,12.06,0.8867
52.53,-0.9702,0.0138,9.8952,0.0043,0.0224,0.001,15.8,19.38,41.04,True,37.7789167,-122.4136437,9,1.24,37.778905,-122.4136395,12.27,0.8868
52.63,-2.0981,-0.0514,9.353,0.0026,-0.0395,0.001,15.8,19.38,39.54,True,37.7788714,-122.413618,9,1.22,37.7789118,-122.413629,11.92,0.8869
52.73,-0.9969,0.0649,9.5594,0.0037,-0.0053,0.001,15.79,19.38,40.5,True,37.7789772,-122.413553,8,1.18,37.7789185,-122.4136186,11.86,0.887
52.83,0.6715,-0.0282,10.0084,0.008,-0.0162,0.001,15.79,19.38,40.67,True,37.7788896,-122.4135651,9,1.31,37.7789251,-122.4136082,11.7,0.8871
52.93,0.5188,0.0438,9.7286,-0.0142,-0.023,0.001,15.79,19.38,38.81,True,37.7789256,-122.413627,10,1.03,37.778932,-122.4135976,12.01,0.8872
53.03,-1.1822,0.028,9.6512,-0.0134,-0.0038,0.001,15.79,19.38,40.07,True,37.7789199,-122.4135903,10,1.22,37.7789386,-122.4135873,11.77,0.8873
53.13,0.3572,-0.0133,9.3288,-0.0324,-0.0144,0.001,15.79,19.39,39.48,True,37.7789977,-122.4135769,8,1.36,37.7789454,-122.4135768,11.82,0.8874
53.23,0.8915,-0.0226,9.3822,-0.0079,0.0091,0.001,15.78,19.39,40.16,True,37.7789668,-122.4134998,10,1.05,37.7789521,-122.4135664,11.86,0.8875
53.33,1.2736,0.1282,9.823,0.0159,0.022,0.001,15.78,19.39,39.71,True,37.7790185,-122.4135714,9,0.94,37.7789589,-122.4135558,11.99,0.8876
53.43,-0.7502,0.1041,10.1002,0.0128,0.021,0.001,15.78,19.39,39.88,True,37.7789607,-122.4135362,9,1.17,37.7789658,-122.4135451,12.09,0.8877
53.53,-1.7961,0.033,9.3248,-0.0379,0.0278,0.001,15.78,19.39,39.49,True,37.7790032,-122.4135347,10,1.38,37.7789725,-122.4135347,11.83,0.8877
53.63,-1.3597,0.0385,9.8013,-0.02,0.0067,0.001,15.78,19.39,40.27,True,37.7790271,-122.4135322,8,1.29,37.7789791,-122.4135244,11.69,0.8878
53.73,2.0019,0.0818,10.5583,0.0126,0.0102,0.001,15.78,19.39,39.65,True,37.77897,-122.4134749,11,1.34,37.7789857,-122.4135141,11.57,0.8879
53.83,1.9127,0.0207,9.7752,0.0608,-0.0018,0.0009,15.77,19.4,39.88,True,37.7790018,-122.4135031,9,1.34,37.7789925,-122.4135035,12.11,0.888
53.93,-2.7232,-0.1954,9.632,-0.0256,0.0202,0.0009,15.77,19.4,40.53,True,37.7789353,-122.4134983,9,1.3,37.7789993,-122.4134929,11.92,0.8881
54.03,-2.5161,-0.0052,9.2049,0.0253,0.0111,0.0009,15.77,19.4,39.28,True,37.7789843,-122.4134556,8,1.14,37.7790059,-122.4134827,11.59,0.8882
54.13,0.9309,-0.0144,10.2426,-0.0007,0.0324,0.0009,15.77,19.4,40.12,True,37.7790441,-122.4134603,8,1.08,37.7790124,-122.4134726,11.4,0.8883
54.23,2.5014,0.006,10.0199,-0.0357,-0.0034,0.0009,15.77,19.4,39.16,True,37.7790145,-122.4134949,8,1.14,37.779019,-122.4134623,11.73,0.8884
54.33,-0.3811,-0.1249,10.1329,-0.0229,0.0333,0.0009,15.76,19.4,39.49,True,37.779018,-122.4134747,11,1.14,37.7790258,-122.4134517,11.96,0.8885
54.43,-1.1639,-0.0896,9.7413,-0.0008,-0.0069,0.0009,15.76,19.4,40.5,True,37.7790258,-122.4134158,9,0.88,37.7790324,-122.4134414,11.66,0.8886
